0	2160.281195
1	2160.279187
2	2160.281195
3	2160.267145
4	2160.269149
5	2160.267145
6	2160.233122
7	2160.231127
8	2160.233121
9	2160.371321
10	2160.373304
11	2160.371321
12	2160.490060
13	2160.488091
14	2160.490059
15	2160.581835
16	2160.583783
17	2160.581835
18	2160.655061
19	2160.653139
20	2160.655060
21	2160.702766
22	2160.704656
23	2160.702766
24	2160.933121
25	2160.931257
26	2160.933121
27	2161.139571
28	2161.141405
29	2161.139571
30	2161.330313
31	2161.328513
32	2161.330313
34	2161.500781
33	2161.699013
35	2161.699013
36	2161.853553
37	2161.851819
38	2161.853553
39	2162.188067
40	2162.189768
41	2162.188067
42	2162.310201
43	2162.308543
44	2162.310201
45	2162.614179
46	2162.615802
47	2162.614179
48	2162.907499
49	2162.905910
50	2162.907499
51	2163.384582
52	2163.386139
53	2163.384582
54	2163.652583
55	2163.651063
56	2163.652583
57	2163.906277
58	2163.907759
59	2163.906277
60	2164.352282
61	2164.350831
62	2164.352282
63	2164.785673
64	2164.787093
65	2164.785673
66	2165.012799
67	2165.011414
68	2165.012798
69	2165.428756
70	2165.430110
71	2165.428756
72	2165.839711
73	2165.838387
74	2165.839710
75	2166.240912
76	2166.242206
77	2166.240912
78	2166.638206
79	2166.636939
80	2166.638205
81	2167.027023
82	2167.028261
83	2167.027023
84	2167.412931
85	2167.411720
86	2167.412931
87	2167.991499
88	2167.992687
89	2167.991499
90	2168.367971
91	2168.366810
92	2168.367971
93	2168.738181
94	2168.739313
95	2168.738181
96	2169.107169
97	2169.106063
98	2169.107169
99	2169.670797
100	2169.671880
101	2169.670797
102	2170.033965
103	2170.032908
104	2170.033964
105	2170.592810
106	2170.593843
107	2170.592810
108	2170.951797
109	2170.950794
110	2170.951797
111	2171.307425
112	2171.308399
113	2171.307425
114	2171.863897
115	2171.862950
116	2171.863897
117	2172.217929
118	2172.218845
119	2172.217929
120	2172.773580
121	2172.772694
122	2172.773580
123	2173.127765
124	2173.128616
125	2173.127765
126	2173.684376
127	2173.683559
128	2173.684376
129	2174.040500
130	2174.041277
131	2174.040500
132	2174.599930
133	2174.599192
134	2174.599930
135	2174.959990
136	2174.960683
137	2174.959990
138	2175.324186
139	2175.323540
140	2175.324185
141	2175.890364
142	2175.890963
143	2175.890364
144	2176.261519
145	2176.260976
146	2176.261519
147	2176.636031
148	2176.636517
149	2176.636031
150	2177.016581
151	2177.016154
152	2177.016581
153	2177.401931
154	2177.402294
155	2177.401931
156	2177.994234
157	2177.993936
158	2177.994234
159	2178.392901
160	2178.393129
161	2178.392901
162	2178.799623
163	2178.799469
164	2178.799623
165	2179.014250
166	2179.014329
167	2179.014250
168	2179.437933
169	2179.437933
170	2179.437933
171	2179.871220
172	2179.871139
173	2179.871220
174	2180.114567
175	2180.114730
176	2180.114567
177	2180.569065
178	2180.568817
179	2180.569065
180	2180.834573
181	2180.834905
182	2180.834573
183	2181.112889
184	2181.112471
185	2181.112889
186	2181.403056
187	2181.403560
188	2181.403056
189	2181.707464
190	2181.706874
191	2181.707464
192	2182.024500
193	2182.025177
194	2182.024500
195	2182.357249
196	2182.356487
197	2182.357249
198	2182.503402
199	2182.504246
200	2182.503402
201	2182.866434
202	2182.865505
203	2182.866434
204	2183.043412
205	2183.044419
206	2183.043412
207	2183.238571
208	2183.237491
209	2183.238571
210	2183.448115
211	2183.449270
212	2183.448115
213	2183.676872
214	2183.675647
215	2183.676872
216	2183.720394
217	2183.721678
218	2183.720394
219	2183.983999
220	2183.982651
221	2183.983999
222	2184.062645
223	2184.064046
224	2184.062646
225	2184.162131
226	2184.160685
227	2184.162131
228	2184.276970
229	2184.278457
230	2184.276970
231	2184.213171
232	2184.211657
233	2184.213171
234	2184.364831
235	2184.366376
236	2184.364832
237	2184.338269
238	2184.336714
239	2184.338270
240	2184.327342
241	2184.328904
242	2184.327343
0	2663.568826
1	2663.567013
2	2663.568826
3	2663.556141
4	2663.557954
5	2663.556141
6	2663.525419
7	2663.523616
8	2663.525418
9	2663.669551
10	2663.671346
11	2663.669551
12	2663.796080
13	2663.794296
14	2663.796080
15	2663.898143
16	2663.899910
17	2663.898143
18	2663.983281
19	2663.981535
20	2663.983281
21	2664.045058
22	2664.046778
23	2664.045058
24	2664.291084
25	2664.289383
26	2664.291083
27	2664.315077
28	2664.316745
29	2664.315077
30	2664.524516
31	2664.522875
32	2664.524515
33	2664.713584
34	2664.715196
35	2664.713584
36	2665.089519
37	2665.087931
38	2665.089519
39	2665.246699
40	2665.248252
41	2665.246699
42	2665.592315
43	2665.590789
44	2665.592314
45	2665.720878
46	2665.722366
47	2665.720878
48	2666.039260
49	2666.037803
50	2666.039260
51	2666.342376
52	2666.343802
53	2666.342376
54	2666.636758
55	2666.635361
56	2666.636758
57	2666.917512
58	2666.918876
59	2666.917512
60	2667.390855
61	2667.389519
62	2667.390855
63	2667.652064
64	2667.653368
65	2667.652064
66	2667.907209
67	2667.905937
68	2667.907208
69	2668.351593
70	2668.352837
71	2668.351593
72	2668.791063
73	2668.789844
74	2668.791063
75	2669.021133
76	2669.022319
77	2669.021132
78	2669.447221
79	2669.446060
80	2669.447221
81	2669.865217
82	2669.866353
83	2669.865217
84	2670.280202
85	2670.279093
86	2670.280202
87	2670.688163
88	2670.689248
89	2670.688163
90	2671.093978
91	2671.092918
92	2671.093978
93	2671.493805
94	2671.494839
95	2671.493805
96	2671.892264
97	2671.891256
98	2671.892264
99	2672.285697
