nan nan nan nan nan nan nan nan nan 
0.892 154.6 192.0 1.274 2.230 143.150 182.776 1.811 117.015 
0.650 165.7 179.0 0.719 5.321 74.611 175.086 5.181 64.950 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.381 165.3 184.0 0.515 2.043 137.305 194.154 1.645 119.236 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.146 214.0 236.0 0.275 1.766 259.114 297.072 1.416 216.625 
nan nan nan nan nan nan nan nan nan 
0.251 209.7 226.0 0.365 3.763 115.649 249.468 3.631 92.019 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.692 149.9 166.0 0.870 2.342 119.101 169.451 2.124 99.309 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.220 180.4 187.0 0.266 2.056 115.873 209.247 1.815 111.562 
0.068 215.9 198.0 0.100 0.926 324.228 269.791 0.609 309.806 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.795 172.0 198.0 1.396 1.948 180.222 218.936 1.696 133.843 
0.323 164.3 205.0 0.550 1.714 199.309 207.000 1.276 157.459 
0.836 199.2 213.0 1.416 3.208 130.773 239.843 3.106 95.017 
nan nan nan nan nan nan nan nan nan 
0.595 185.6 186.0 0.942 2.187 151.169 235.737 1.631 133.363 
0.279 235.7 223.0 0.419 12.841 76.810 297.092 8.234 76.542 
nan nan nan nan nan nan nan nan nan 
0.871 130.0 145.0 1.235 1.708 156.652 166.258 1.768 131.865 
nan nan nan nan nan nan nan nan nan 
1.075 208.0 218.0 1.340 12.175 70.145 223.532 14.941 53.439 
0.838 217.6 223.0 1.438 7.307 93.392 260.004 9.423 66.214 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.616 168.0 180.0 0.873 1.987 152.848 186.723 1.289 115.264 
0.696 148.1 184.0 1.059 1.626 183.465 177.856 1.297 141.214 
nan nan nan nan nan nan nan nan nan 
0.085 168.6 192.0 0.105 1.070 182.104 185.523 0.570 169.667 
0.260 160.8 182.0 0.301 2.505 100.994 180.985 2.337 96.833 
nan nan nan nan nan nan nan nan nan 
0.934 188.2 210.0 1.359 3.912 109.001 222.736 3.773 87.580 
nan nan nan nan nan nan nan nan nan 
0.238 151.8 181.0 0.294 1.859 127.358 173.714 1.518 118.010 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.908 185.4 187.0 1.268 3.399 109.444 225.076 3.148 94.820 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.508 157.6 187.0 0.950 1.948 171.281 248.492 1.889 148.250 
1.089 155.7 186.0 1.248 3.110 94.720 168.811 3.455 78.257 
0.546 194.7 200.0 0.665 4.849 89.161 207.474 2.847 77.585 
nan nan nan nan nan nan nan nan nan 
1.042 188.4 213.0 1.320 14.083 64.267 227.358 15.862 59.751 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.592 243.2 300.0 0.720 64.490 65.660 273.712 220.343 47.786 
nan nan nan nan nan nan nan nan nan 
0.654 146.4 169.0 0.740 2.981 92.899 158.817 2.919 82.862 
0.202 164.3 177.0 0.289 1.277 201.855 190.594 0.742 176.841 
0.800 160.5 178.0 0.971 3.253 100.574 174.856 2.791 82.586 
0.404 177.2 190.0 0.483 4.577 84.377 207.804 4.821 80.663 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.383 207.3 190.0 0.856 2.948 151.407 287.699 3.017 110.035 
nan nan nan nan nan nan nan nan nan 
0.759 149.5 196.0 0.958 2.822 112.765 171.079 2.513 97.995 
0.205 155.3 165.0 0.287 1.627 152.729 212.564 1.604 148.349 
nan nan nan nan nan nan nan nan nan 
0.099 152.9 174.0 0.148 0.984 269.892 201.788 0.796 251.544 
nan nan nan nan nan nan nan nan nan 
0.359 207.4 219.0 0.467 6.296 85.706 236.850 6.218 72.370 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.874 157.6 163.0 1.175 2.040 142.168 172.550 1.325 107.317 
nan nan nan nan nan nan nan nan nan 
0.397 155.3 180.0 0.491 2.283 118.303 172.253 1.724 103.134 
0.285 187.6 199.0 0.344 3.430 96.469 206.311 2.529 87.815 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
1.101 148.8 169.0 1.466 2.439 123.213 177.710 2.548 101.804 
0.337 212.6 196.0 0.516 6.590 86.894 273.258 6.222 78.280 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.550 180.2 205.0 0.796 5.387 91.259 235.942 5.666 82.004 
0.242 160.7 195.0 0.424 1.688 198.677 226.295 1.462 168.133 
0.289 163.7 176.0 0.377 1.699 146.978 184.473 1.130 128.565 
0.589 149.4 186.0 0.915 1.577 187.385 187.284 1.325 150.715 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.964 163.5 166.0 1.176 2.819 108.247 174.090 1.634 88.864 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.722 202.8 217.0 1.437 2.064 165.992 263.734 2.827 103.076 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.658 168.7 180.0 1.060 1.884 171.882 207.863 1.644 129.076 
nan nan nan nan nan nan nan nan nan 
0.327 171.3 188.0 0.481 2.931 117.079 230.823 2.883 107.013 
nan nan nan nan nan nan nan nan nan 
0.644 139.1 169.0 0.801 2.099 123.935 158.050 1.872 106.421 
nan nan nan nan nan nan nan nan nan 
0.774 182.8 207.0 1.407 2.277 167.223 232.044 1.967 123.649 
0.376 169.5 194.0 0.757 2.258 175.289 263.811 2.295 140.340 
nan nan nan nan nan nan nan nan nan 
0.150 204.2 214.0 0.253 1.531 223.100 253.344 0.990 183.820 
0.782 135.9 159.0 1.130 2.016 142.234 182.836 2.106 126.859 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.420 185.7 210.0 0.638 2.646 135.761 220.804 2.168 107.900 
nan nan nan nan nan nan nan nan nan 
0.210 158.4 189.0 0.351 1.386 226.491 206.804 1.058 188.903 
0.567 170.0 192.0 0.829 2.196 148.888 193.060 1.459 116.650 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.942 161.8 169.0 1.069 3.968 85.574 169.971 3.587 68.340 
0.369 191.1 194.0 0.453 2.698 110.847 207.149 1.008 116.096 
0.387 165.8 180.0 0.566 1.882 153.912 205.153 1.632 130.113 
0.290 229.6 235.0 0.602 4.022 144.298 294.871 6.227 89.052 
nan nan nan nan nan nan nan nan nan 
0.447 175.7 184.0 0.567 2.576 116.482 194.242 1.808 100.257 
0.560 145.1 183.0 0.779 2.668 117.737 194.894 2.785 110.379 
0.576 189.6 211.0 1.039 2.082 178.994 229.749 1.639 126.274 
0.187 153.4 170.0 0.232 1.519 138.111 187.525 1.485 135.424 
0.600 175.6 196.0 0.911 2.549 137.083 213.057 2.214 110.170 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.449 180.0 184.0 0.561 3.524 95.778 216.540 3.515 90.856 
nan nan nan nan nan nan nan nan nan 
0.464 183.9 186.0 0.587 2.740 111.214 210.703 1.947 105.271 
0.137 124.3 183.0 0.207 1.118 245.673 165.066 0.904 226.526 
0.815 166.2 173.0 1.058 2.580 119.993 185.183 2.226 94.302 
0.123 186.3 185.0 0.193 1.176 244.679 240.399 0.827 225.871 
0.250 162.5 211.0 0.410 1.583 204.144 202.271 1.136 165.177 
0.243 214.7 228.0 0.340 3.476 116.673 245.016 2.695 95.033 
0.365 221.7 219.0 0.726 3.425 141.884 276.545 4.187 90.716 
nan nan nan nan nan nan nan nan nan 
0.162 161.2 181.0 0.243 1.234 222.781 194.776 0.796 193.950 
0.356 179.6 191.0 0.538 2.265 141.965 224.439 1.952 120.242 
1.045 155.1 180.0 1.467 2.507 127.348 190.744 2.610 104.725 
0.429 198.0 208.0 0.533 5.097 87.109 217.613 3.841 76.974 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.096 223.2 197.0 0.147 1.164 262.415 279.620 0.742 247.307 
0.841 185.4 187.0 0.955 4.913 81.773 194.596 2.867 73.943 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.541 212.0 211.0 0.827 7.648 83.703 258.032 7.590 70.446 
0.178 213.8 181.0 0.260 2.367 135.399 294.914 2.059 136.096 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.294 164.1 180.0 0.445 1.826 160.454 212.414 1.615 139.259 
0.545 162.1 187.0 0.927 1.942 155.415 239.149 1.844 138.301 
0.145 217.3 215.0 0.195 1.978 140.482 247.652 1.024 136.725 
nan nan nan nan nan nan nan nan nan 
0.372 189.1 185.0 0.587 2.527 132.240 251.760 2.164 119.581 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.509 190.9 193.0 0.795 2.538 138.947 232.477 1.897 117.108 
0.737 201.0 211.0 1.006 5.605 92.549 224.571 4.806 74.860 
nan nan nan nan nan nan nan nan nan 
0.432 118.7 157.0 0.855 1.497 202.168 227.110 1.493 192.945 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.200 221.4 205.0 0.360 2.347 169.858 286.440 2.000 132.834 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.213 194.9 210.0 0.372 1.597 218.873 231.851 0.901 169.871 
0.111 227.0 227.0 0.143 1.942 147.955 252.747 1.128 134.090 
nan nan nan nan nan nan nan nan nan 
0.111 195.2 169.0 0.173 1.178 247.829 268.818 0.997 230.353 
0.129 221.4 216.0 0.168 2.214 129.060 256.451 1.721 114.968 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.133 185.4 191.0 0.195 1.428 192.679 226.527 0.997 172.511 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.170 225.2 232.0 0.247 2.836 138.576 259.650 2.208 109.571 
0.477 219.5 213.0 0.786 6.585 92.001 271.059 4.775 81.742 
0.512 146.8 190.0 0.708 2.197 136.136 181.486 2.035 119.515 
0.294 188.4 202.0 0.575 3.085 147.488 281.932 3.604 113.633 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.644 145.1 177.0 1.185 2.024 162.026 233.321 2.088 140.607 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
1.015 155.1 171.0 1.232 2.700 108.128 171.195 2.560 88.763 
0.403 180.3 208.0 0.603 2.277 148.759 206.921 1.555 116.632 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.263 132.5 173.0 0.374 1.419 182.009 166.578 1.185 163.103 
0.280 175.3 186.0 0.390 2.461 120.445 229.454 2.358 113.800 
nan nan nan nan nan nan nan nan nan 
0.567 203.4 231.0 0.881 5.362 105.216 245.172 5.130 83.053 
0.234 202.0 217.0 0.389 1.880 177.047 247.380 1.297 142.015 
0.377 164.4 200.0 0.568 1.892 161.966 200.880 1.504 134.114 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.210 163.1 167.0 0.222 1.988 87.503 175.726 1.013 114.759 
0.483 158.5 195.0 0.726 1.913 164.265 188.590 1.433 131.725 
0.162 186.1 208.0 0.236 1.790 165.477 222.588 1.270 142.192 
nan nan nan nan nan nan nan nan nan 
0.301 178.4 190.0 0.460 1.642 186.954 200.960 0.804 151.134 
0.304 159.4 174.0 0.426 2.154 129.654 213.250 2.146 122.346 
0.382 200.9 212.0 0.848 2.332 181.757 276.581 2.650 118.627 
0.213 174.2 178.0 0.220 5.488 60.056 206.597 0.998 150.744 
nan nan nan nan nan nan nan nan nan 
0.089 166.7 193.0 0.129 1.048 255.526 204.650 0.712 232.931 
0.090 182.8 189.0 0.120 1.093 203.350 218.830 0.801 191.673 
0.402 147.3 164.0 0.773 2.457 143.496 262.636 2.513 129.829 
0.641 191.4 196.0 0.855 3.783 104.698 214.467 2.902 87.627 
0.252 176.8 223.0 0.448 1.993 198.000 238.616 1.699 157.695 
0.436 225.1 208.0 0.682 10.975 74.169 283.865 6.789 74.086 
nan nan nan nan nan nan nan nan nan 
0.357 207.3 211.0 0.462 4.311 96.936 225.821 2.362 85.741 
nan nan nan nan nan nan nan nan nan 
0.511 195.5 211.0 0.748 5.067 95.896 238.767 5.173 80.344 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.288 174.3 211.0 0.481 2.154 162.759 232.834 1.945 134.304 
0.481 204.4 209.0 0.657 4.403 102.035 223.507 2.577 85.105 
nan nan nan nan nan nan nan nan nan 
0.866 188.3 196.0 1.350 2.723 138.004 218.607 2.301 101.327 
nan nan nan nan nan nan nan nan nan 
0.965 204.3 212.0 1.372 5.856 93.745 230.186 5.362 73.773 
nan nan nan nan nan nan nan nan nan 
0.135 225.9 224.0 0.185 2.150 150.509 254.234 1.122 135.660 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.337 181.3 199.0 0.418 3.288 101.111 203.218 2.592 91.037 
1.158 187.9 189.0 1.288 10.310 63.635 201.194 9.706 58.490 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.699 160.5 167.0 1.005 2.089 144.087 195.418 1.935 117.304 
0.811 178.9 187.0 1.376 2.144 155.253 234.438 1.937 124.823 
0.355 208.3 196.0 0.703 2.958 143.897 278.024 2.618 112.410 
nan nan nan nan nan nan nan nan nan 
0.655 187.4 207.0 1.092 3.148 129.547 236.618 2.948 101.999 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.419 145.7 200.0 0.690 1.835 178.204 204.561 1.711 154.232 
nan nan nan nan nan nan nan nan nan 
0.464 171.0 190.0 0.726 1.893 169.753 205.278 1.424 133.233 
nan nan nan nan nan nan nan nan nan 
0.463 189.8 185.0 1.132 3.041 141.288 298.401 4.010 99.319 
0.270 229.7 217.0 0.509 2.898 147.119 294.098 2.123 120.413 
0.118 219.0 214.0 0.213 1.331 299.953 295.110 0.927 261.113 
0.473 168.7 188.0 0.649 2.235 137.345 189.933 1.545 111.424 
0.184 223.7 207.0 0.300 2.272 160.822 274.304 1.577 134.726 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.830 196.8 201.0 1.439 2.334 166.354 225.134 1.391 120.775 
0.605 151.9 176.0 0.729 2.920 101.537 175.873 3.010 92.990 
0.611 210.3 215.0 0.880 4.631 103.232 233.082 3.224 81.855 
0.454 175.6 182.0 0.588 2.351 126.621 189.691 1.196 107.433 
0.366 210.7 218.0 0.809 3.810 141.226 286.929 6.032 86.967 
0.370 204.6 213.0 0.582 2.746 137.835 236.498 1.921 106.628 
0.398 196.7 215.0 0.580 2.774 127.199 225.446 2.160 100.015 
0.452 180.4 198.0 0.867 2.507 153.735 257.092 2.479 120.796 
0.442 177.9 196.0 0.587 2.926 115.551 201.302 2.241 97.620 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.261 131.1 177.0 0.459 1.681 188.282 214.467 1.608 177.641 
nan nan nan nan nan nan nan nan nan 
0.133 224.8 238.0 0.215 1.963 205.579 277.456 1.378 173.099 
0.091 217.5 219.0 0.141 1.557 242.445 277.314 1.126 220.262 
0.910 137.9 189.0 1.091 2.933 104.496 155.923 2.803 92.910 
0.272 193.5 199.0 0.500 1.834 194.529 248.337 1.384 150.826 
0.908 199.1 216.0 1.322 2.871 123.176 224.443 3.395 84.158 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.398 168.2 209.0 0.646 1.913 176.204 206.145 1.466 138.312 
0.250 203.3 203.0 0.364 2.624 130.103 240.595 1.795 114.123 
0.949 171.1 183.0 1.459 2.013 164.711 194.008 1.474 115.080 
0.409 169.3 178.0 0.691 2.338 143.305 239.744 2.350 121.001 
0.464 195.4 205.0 0.862 1.964 192.580 233.219 1.322 136.134 
nan nan nan nan nan nan nan nan nan 
0.903 178.5 183.0 1.486 2.324 152.330 220.050 2.185 112.305 
0.530 207.1 208.0 1.269 2.825 161.866 278.841 3.309 102.883 
0.129 140.4 162.0 0.157 1.001 176.494 158.058 0.705 166.820 
0.657 181.6 195.0 1.234 2.141 172.028 239.223 2.012 125.654 
0.694 228.3 229.0 1.210 8.479 90.262 268.219 10.637 63.696 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.635 179.4 223.0 0.983 2.393 154.949 211.407 1.998 113.667 
0.695 216.4 231.0 0.932 14.620 69.915 241.678 14.613 57.347 
0.581 199.5 188.0 1.149 3.639 120.939 280.848 3.307 101.061 
nan nan nan nan nan nan nan nan nan 
0.338 146.9 159.0 0.368 2.086 97.846 155.052 1.731 90.593 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.538 173.9 183.0 0.685 2.650 116.932 188.516 1.702 95.943 
0.477 199.9 186.0 1.128 2.595 160.200 287.016 2.577 116.794 
0.465 137.6 178.0 0.737 2.183 143.290 205.330 2.180 133.991 
0.248 173.6 188.0 0.311 2.093 126.481 189.515 1.228 111.173 
0.210 161.9 180.0 0.401 1.685 209.597 258.150 1.571 182.106 
1.164 145.9 180.0 1.385 3.376 95.340 164.846 3.633 83.293 
0.423 200.9 204.0 0.777 10.633 79.656 283.808 14.242 64.760 
0.105 213.7 218.0 0.169 1.440 251.153 261.611 0.873 219.028 
0.188 215.9 209.0 0.333 2.099 180.963 280.693 1.840 140.035 
1.361 309.9 372.0 1.377 4.365 156.970 311.821 5.546 117.058 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.896 160.3 201.0 1.484 1.884 176.667 209.621 1.757 138.273 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.335 150.2 188.0 0.614 1.928 178.281 233.752 1.846 155.826 
nan nan nan nan nan nan nan nan nan 
0.522 155.7 173.0 0.894 2.006 159.099 226.246 2.047 133.777 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
1.096 157.6 164.0 1.431 2.504 120.678 181.599 2.612 95.372 
0.413 209.0 214.0 0.784 3.754 122.239 277.521 6.309 81.631 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.175 236.6 224.0 0.255 3.195 138.076 296.750 2.778 123.220 
0.177 176.9 182.0 0.281 1.537 191.464 235.180 1.266 169.809 
0.507 167.4 180.0 0.672 2.158 133.610 186.593 1.538 108.739 
nan nan nan nan nan nan nan nan nan 
1.193 353.3 419.0 1.213 4.454 170.344 356.418 7.435 121.202 
0.557 212.7 222.0 0.902 7.221 91.527 259.251 9.233 68.225 
0.242 164.5 190.0 0.331 2.219 129.190 209.318 2.058 120.428 
nan nan nan nan nan nan nan nan nan 
0.239 207.4 208.0 0.380 1.990 169.487 242.705 0.994 150.380 
0.681 217.6 226.0 1.182 6.632 96.849 264.380 10.151 66.072 
0.615 221.9 236.0 1.124 69.489 51.769 286.780 119.490 40.953 
0.434 183.1 196.0 0.540 4.825 86.879 212.071 4.674 79.469 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.220 178.7 185.0 0.454 2.057 200.600 277.122 2.043 157.459 
nan nan nan nan nan nan nan nan nan 
0.362 175.3 183.0 0.474 2.486 118.587 207.685 2.171 107.042 
0.798 184.7 195.0 0.992 4.795 90.111 204.164 4.456 75.527 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.464 169.6 193.0 0.663 2.283 140.865 195.890 1.672 114.562 
0.158 197.4 210.0 0.275 1.561 224.880 250.453 1.081 182.169 
0.862 148.0 177.0 1.078 2.767 108.886 172.896 2.859 95.446 
nan nan nan nan nan nan nan nan nan 
0.340 186.4 193.0 0.515 2.173 151.605 218.949 1.473 124.403 
0.417 183.9 205.0 0.602 2.465 136.661 209.472 1.731 109.103 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.773 149.5 189.0 1.332 2.194 157.274 220.748 2.216 134.596 
nan nan nan nan nan nan nan nan nan 
0.276 191.9 197.0 0.351 3.323 101.910 219.280 2.620 93.173 
0.794 205.6 211.0 1.126 6.029 91.387 234.419 5.592 73.655 
nan nan nan nan nan nan nan nan nan 
0.740 158.9 192.0 0.878 3.807 91.868 179.437 3.951 82.491 
0.198 194.0 210.0 0.340 1.615 212.974 234.974 0.994 168.224 
0.824 182.9 185.0 0.927 5.881 75.375 192.180 3.739 68.122 
0.154 137.6 173.0 0.265 1.368 226.810 225.102 1.304 217.753 
0.131 184.1 206.0 0.204 1.383 221.143 221.620 0.847 188.744 
0.090 219.4 211.0 0.134 1.214 254.095 270.334 0.817 232.994 
0.126 171.9 190.0 0.183 1.545 180.340 225.075 1.343 165.765 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
1.127 165.1 168.0 1.353 3.560 96.070 177.207 2.833 77.397 
nan nan nan nan nan nan nan nan nan 
0.254 209.8 205.0 0.422 2.501 147.618 259.433 1.822 122.444 
0.240 214.2 215.0 0.334 2.668 125.872 240.814 1.294 116.143 
1.091 168.5 177.0 1.368 3.035 109.143 180.707 2.494 80.629 
nan nan nan nan nan nan nan nan nan 
0.496 171.2 201.0 0.963 2.303 169.625 247.092 2.185 134.236 
0.140 209.2 232.0 0.236 1.961 218.850 288.095 1.680 191.309 
0.265 182.9 170.0 0.415 2.070 142.100 266.518 1.774 144.015 
0.578 143.1 190.0 0.788 2.324 130.389 178.030 2.225 116.387 
0.784 191.8 193.0 1.146 3.108 121.267 229.068 2.206 107.091 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.306 221.5 220.0 0.483 4.464 111.684 265.919 4.642 84.479 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
0.354 214.8 220.0 0.573 3.471 127.099 252.880 2.896 95.469 
0.841 144.8 169.0 1.164 2.243 131.095 182.952 2.320 113.964 
nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan 
